run_id,experiment,harness,model,task_id,variant,rep,reasoning_tokens,visible_output_tokens,turns,tool_total_tool_calls,tool_duplicate_reads,tool_repeated_searches,tool_repeated_tests_no_change,edits_reverted,scope_compliant_success,reported_cost_usd,estimated_no_cache_cost_usd,turns_parsed,thinking_chars,visible_chars,tool_calls_parsed,tool_calls_before_first_edit,thinking_chars_before_first_edit,first_green_test_found,tool_calls_after_first_green,test_runs_total,test_runs_after_first_green,postgreen_chars,distinct_files_read,files_read_not_edited,task_restatement_index,redundancy_compression_ratio,plan_markers_per_1k,alt_markers_per_1k,alt_markers_total,plan_markers_total
pi_GLM-5.2_js-low-03_exhaustive_exploration_r1_a4df5c,screening_pi,pi,zai-org/GLM-5.2,js-low-03,exhaustive_exploration,1,21,130,3,3,0,0,0,[],False,0.00159,0.0048,3,102,78,3,3,101,False,,0,,,2,2,0.0,,0.0,0.0,0,0
pi_Inkling_go-high-01_max_certainty_r2_938617,screening_pi,pi,thinkingmachines/Inkling,go-high-01,max_certainty,2,16,38,2,1,0,0,0,[],True,0.001518,0.001518,2,71,4,1,1,71,False,,0,,,0,0,0.0,,0.0,0.0,0,0
claude-code_nemotron-3-ultra-550b-a55b_js-high-01_bounded_efficiency_r1_cb4b02,screening_cc,claude-code,nvidia/nemotron-3-ultra-550b-a55b,js-high-01,bounded_efficiency,1,25,224,5,4,1,0,0,[],False,0.029255,0.035501,10,96,338,4,4,95,False,,1,,,2,2,0.0,,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_js-high-02_deep_thinking_r1_644988,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-high-02,deep_thinking,1,43,219,3,3,0,0,0,[],False,0.004739,0.007104,3,196,0,3,3,195,False,,0,,,2,2,0.0,,0.0,0.0,0,0
pi_Inkling_py-med-01_no_questions_autonomy_r2_ca5c23,screening_pi,pi,thinkingmachines/Inkling,py-med-01,no_questions_autonomy,2,15,37,2,1,0,0,0,[],False,0.000458,0.001521,2,66,4,1,1,66,False,,0,,,0,0,0.0,,0.0,0.0,0,0
pi_Inkling_go-high-01_bounded_efficiency_r2_121300,screening_pi,pi,thinkingmachines/Inkling,go-high-01,bounded_efficiency,2,11,33,2,1,0,0,0,[],True,0.000555,0.001512,2,48,4,1,1,48,False,,0,,,0,0,0.0,,0.0,0.0,0,0
pi_GLM-5.2_js-low-03_bounded_efficiency_r1_653b59,screening_pi,pi,zai-org/GLM-5.2,js-low-03,bounded_efficiency,1,14,40,2,2,0,0,0,[],False,0.000619,0.002224,2,63,0,2,2,63,False,,0,,,1,1,0.0,,0.0,0.0,0,0
claude-code_nemotron-3-ultra-550b-a55b_js-high-01_exhaustive_exploration_r2_821227,screening_cc,claude-code,nvidia/nemotron-3-ultra-550b-a55b,js-high-01,exhaustive_exploration,2,16,163,4,3,0,0,0,[],False,0.020456,0.023579,7,70,338,3,3,70,False,,0,,,2,2,0.0,,0.0,0.0,0,0
pi_Inkling_py-med-01_adjacent_cleanup_r1_35411e,screening_pi,pi,thinkingmachines/Inkling,py-med-01,adjacent_cleanup,1,9,105,3,5,0,0,0,[],False,0.001141,0.003266,3,41,21,5,5,40,False,,0,,,4,4,0.0,,0.0,0.0,0,0
pi_GLM-5.2_js-low-03_adjacent_cleanup_r1_66d3ee,screening_pi,pi,zai-org/GLM-5.2,js-low-03,adjacent_cleanup,1,19,96,2,1,0,0,0,[],False,0.000851,0.002457,2,87,0,1,1,87,False,,0,,,0,0,0.0,,0.0,0.0,0,0
pi_nemotron-3-ultra-550b-a55b_js-low-01_verbose_repetition_r1_d36749,screening_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,js-low-01,verbose_repetition,1,161,258,3,2,0,0,0,[],True,0.003209,0.003209,3,604,0,2,1,270,False,,0,,,1,0,0.3846,0.4685,0.0,0.0,0,0
pi_Inkling_go-high-01_no_questions_autonomy_r1_cb631b,screening_pi,pi,thinkingmachines/Inkling,go-high-01,no_questions_autonomy,1,6,28,2,1,0,0,0,[],True,0.000403,0.001465,2,21,4,1,1,21,False,,0,,,0,0,0.0,,0.0,0.0,0,0
claude-code_nemotron-3-ultra-550b-a55b_js-high-01_deep_thinking_r1_dda9d9,screening_cc,claude-code,nvidia/nemotron-3-ultra-550b-a55b,js-high-01,deep_thinking,1,,89,3,2,0,0,0,[],False,0.011663,0.011663,4,0,338,2,2,0,False,,0,,,2,2,0.0,,0.0,0.0,0,0
pi_nemotron-3-ultra-550b-a55b_go-high-01_no_questions_autonomy_r1_5aa7e2,screening_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,go-high-01,no_questions_autonomy,1,91,147,3,2,0,0,0,[],False,0.002741,0.002741,3,451,0,2,2,450,False,,0,,,1,1,0.0,,0.0,0.0,0,0
pi_nemotron-3-ultra-550b-a55b_js-low-01_verbose_repetition_r2_084f4b,screening_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,js-low-01,verbose_repetition,2,144,203,3,2,0,0,0,[],False,0.002984,0.002984,3,541,0,2,2,540,False,,1,,,1,1,0.2308,0.4344,0.0,1.848,1,0
pi_nemotron-3-ultra-550b-a55b_go-high-01_max_certainty_r1_4a121d,screening_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,go-high-01,max_certainty,1,19,62,2,1,0,0,0,[],False,0.001287,0.001287,2,96,0,1,1,96,False,,0,,,1,1,0.0,,0.0,0.0,0,0
pi_nemotron-3-ultra-550b-a55b_js-low-01_adjacent_cleanup_r1_4e56f6,screening_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,js-low-01,adjacent_cleanup,1,27,108,2,2,0,0,0,[],False,0.001443,0.001443,2,137,0,2,2,137,False,,0,,,1,1,0.0,,0.0,0.0,0,0
pi_Inkling_go-high-01_no_questions_autonomy_r2_b7178b,screening_pi,pi,thinkingmachines/Inkling,go-high-01,no_questions_autonomy,2,6,27,2,1,0,0,0,[],True,0.000399,0.001461,2,21,4,1,1,21,False,,0,,,1,1,0.0,,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_js-low-01_deep_thinking_r2_22f14b,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-low-01,deep_thinking,2,70,149,2,2,0,0,0,[],False,0.002617,0.003405,2,304,0,2,2,304,False,,0,,,1,1,0.0,,0.0,0.0,0,0
pi_nemotron-3-ultra-550b-a55b_js-low-01_no_questions_autonomy_r2_8ded2b,screening_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,js-low-01,no_questions_autonomy,2,42,165,3,3,0,0,0,[],False,0.002881,0.002881,3,188,0,3,3,187,False,,0,,,2,2,0.0,,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_js-low-01_adjacent_cleanup_r2_606b53,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-low-01,adjacent_cleanup,2,21,100,2,2,0,0,0,[],False,0.000885,0.00325,2,103,0,2,2,103,False,,0,,,1,1,0.0,,0.0,0.0,0,0
pi_nemotron-3-ultra-550b-a55b_py-med-02_multiple_approaches_r1_cb4a85,screening_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,py-med-02,multiple_approaches,1,806,1678,4,4,0,0,0,['tmp/pi-prompt-benchmark/slot-01/config/parser.py'],True,0.009745,0.009745,4,3173,1576,4,3,390,False,,0,,,2,1,0.1212,0.6161,0.0,2.836,9,0
claude-code_nemotron-3-ultra-550b-a55b_py-med-01_bounded_efficiency_r1_e167a2,screening_cc,claude-code,nvidia/nemotron-3-ultra-550b-a55b,py-med-01,bounded_efficiency,1,,43,2,1,0,0,0,[],False,0.011515,0.011515,3,0,338,1,1,0,False,,0,,,1,1,0.0,,0.0,0.0,0,0
pi_nemotron-3-ultra-550b-a55b_py-low-02_no_questions_autonomy_r1_aa4812,screening_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,py-low-02,no_questions_autonomy,1,148,453,5,5,0,0,0,['tmp/pi-prompt-benchmark/slot-03/users/validate.py'],True,0.008552,0.008552,5,558,115,5,3,163,True,0,1,0,150,2,1,0.0,0.4946,0.0,0.0,0,0
claude-code_nemotron-3-ultra-550b-a55b_py-med-01_no_questions_autonomy_r1_5cefe2,screening_cc,claude-code,nvidia/nemotron-3-ultra-550b-a55b,py-med-01,no_questions_autonomy,1,11,152,4,3,0,0,0,[],False,0.020249,0.023372,7,49,338,3,3,49,False,,0,,,2,2,0.0,,0.0,0.0,0,0
claude-code_nemotron-3-ultra-550b-a55b_py-med-01_deep_thinking_r1_c24225,screening_cc,claude-code,nvidia/nemotron-3-ultra-550b-a55b,py-med-01,deep_thinking,1,13,102,3,2,0,0,0,[],False,0.023155,0.023155,6,70,338,2,2,70,False,,0,,,2,2,0.0,,0.0,0.0,0,0
pi_nemotron-3-ultra-550b-a55b_py-med-02_bounded_efficiency_r2_3b52a3,screening_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,py-med-02,bounded_efficiency,2,277,681,5,5,0,0,0,[],True,0.007994,0.007994,5,1138,0,5,3,357,True,0,1,0,0,2,1,0.0,0.5439,0.0,0.0,0,0
pi_nemotron-3-ultra-550b-a55b_py-low-02_no_questions_autonomy_r2_4ffa79,screening_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,py-low-02,no_questions_autonomy,2,114,289,4,3,0,0,0,['tmp/pi-prompt-benchmark/slot-03/users/validate.py'],True,0.004591,0.004591,4,466,0,3,1,136,True,0,1,0,0,1,0,0.0,,0.0,0.0,0,0
pi_GLM-5.2_go-low-01_multiple_approaches_r1_1990be,screening_pi,pi,zai-org/GLM-5.2,go-low-01,multiple_approaches,1,13,82,2,2,0,0,0,[],False,0.000894,0.002353,2,74,0,2,2,74,False,,0,,,1,1,0.0,,0.0,0.0,0,0
pi_nemotron-3-ultra-550b-a55b_go-high-01_verbose_repetition_r1_dd916f,screening_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,go-high-01,verbose_repetition,1,138,832,4,3,0,0,0,['tmp/pi-prompt-benchmark/slot-02/counter/counter.go'],True,0.006952,0.006952,4,687,0,3,1,125,False,,0,,,1,0,0.0,0.4279,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_js-low-01_deep_thinking_r1_ac6894,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-low-01,deep_thinking,1,24,130,2,2,0,0,0,[],False,0.002551,0.003339,2,123,0,2,2,123,False,,0,,,1,1,0.0,,0.0,0.0,0,0
pi_nemotron-3-ultra-550b-a55b_py-med-02_verbose_repetition_r1_983628,screening_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,py-med-02,verbose_repetition,1,57,150,4,3,0,0,0,[],False,0.004127,0.004127,4,284,0,3,3,282,False,,0,,,2,2,0.0,,0.0,0.0,0,0
pi_nemotron-3-ultra-550b-a55b_py-low-02_verbose_repetition_r2_8dca68,screening_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,py-low-02,verbose_repetition,2,91,230,3,2,0,0,0,['tmp/pi-prompt-benchmark/slot-03/users/validate.py'],True,0.003152,0.003152,3,368,0,2,1,76,False,,0,,,1,0,0.0,,0.0,0.0,0,0
pi_nemotron-3-ultra-550b-a55b_py-med-02_no_questions_autonomy_r2_c03ced,screening_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,py-med-02,no_questions_autonomy,2,20,101,2,2,0,0,0,[],False,0.001445,0.001445,2,112,0,2,2,112,False,,0,,,1,1,0.0,,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_js-low-01_verbose_repetition_r1_0eae58,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-low-01,verbose_repetition,1,14,120,2,2,0,0,0,[],False,0.001041,0.003407,2,70,0,2,2,70,False,,0,,,1,1,0.0,,0.0,0.0,0,0
claude-code_DeepSeek-V4-Pro_js-med-03_exhaustive_exploration_r1_ab17be,screening_cc,claude-code,deepseek-ai/DeepSeek-V4-Pro,js-med-03,exhaustive_exploration,1,1294,2266,8,7,0,0,0,"['tmp/pi-prompt-benchmark/slot-cc-01/src/cache.js', 'tmp/pi-prompt-benchmark/slot-cc-01/tests/cache.test.js']",False,0.062974,0.21318,23,4766,1170,7,4,4349,False,,1,,,2,0,0.2368,0.6523,0.0,0.21,1,0
pi_nemotron-3-ultra-550b-a55b_py-med-02_multiple_approaches_r2_8a0592,screening_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,py-med-02,multiple_approaches,2,88,176,2,2,0,0,0,[],False,0.001717,0.001717,2,405,0,2,2,405,False,,0,,,1,1,0.0,,0.0,2.469,1,0
claude-code_DeepSeek-V4-Pro_js-med-03_no_questions_autonomy_r2_06955e,screening_cc,claude-code,deepseek-ai/DeepSeek-V4-Pro,js-med-03,no_questions_autonomy,2,12,141,3,2,0,0,0,[],False,0.032274,0.032274,5,55,337,2,2,55,False,,0,,,1,1,0.0,,0.0,0.0,0,0
pi_nemotron-3-ultra-550b-a55b_py-med-02_bounded_efficiency_r1_876e15,screening_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,py-med-02,bounded_efficiency,1,87,168,3,3,0,0,0,[],False,0.003023,0.003023,3,388,0,3,3,387,False,,0,,,2,2,0.0,,0.0,0.0,0,0
pi_nemotron-3-ultra-550b-a55b_py-low-02_multiple_approaches_r1_a9ee0e,screening_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,py-low-02,multiple_approaches,1,571,1244,5,5,0,0,0,['tmp/pi-prompt-benchmark/slot-03/users/validate.py'],True,0.010273,0.010273,5,2278,995,5,3,169,True,0,1,0,0,2,1,0.0,0.5562,0.0,5.268,12,0
pi_nemotron-3-ultra-550b-a55b_py-med-02_deep_thinking_r2_1dadda,screening_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,py-med-02,deep_thinking,2,86,114,2,1,0,0,0,[],False,0.001496,0.001496,2,376,0,1,1,376,False,,0,,,1,1,0.0606,,0.0,0.0,0,0
pi_nemotron-3-ultra-550b-a55b_py-low-02_baseline_r1_c9cc6a,screening_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,py-low-02,baseline,1,20,110,2,2,0,0,0,[],False,0.001451,0.001451,2,105,0,2,2,105,False,,0,,,1,1,0.0,,0.0,0.0,0,0
claude-code_GLM-5.2_go-high-01_deep_thinking_r2_a6deb9,screening_cc,claude-code,zai-org/GLM-5.2,go-high-01,deep_thinking,2,1495,3189,16,15,1,0,4,['tmp/pi-prompt-benchmark/slot-cc-06/counter/counter.go'],True,0.112952,0.42347,37,6290,4207,15,3,6288,False,,6,,,2,1,0.0333,0.5859,0.0,0.795,5,0
pi_DeepSeek-V4-Pro_js-low-01_verbose_repetition_r2_e1fcad,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-low-01,verbose_repetition,2,11,125,2,2,0,0,0,[],False,0.001059,0.003424,2,57,0,2,2,57,False,,0,,,1,1,0.0,,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_py-low-02_deep_thinking_r1_93e842,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-low-02,deep_thinking,1,26,190,3,4,0,0,0,[],False,0.004923,0.007289,3,118,0,4,4,117,False,,0,,,2,2,0.0,,0.0,0.0,0,0
claude-code_GLM-5.2_py-low-01_exhaustive_exploration_r2_2c6987,screening_cc,claude-code,zai-org/GLM-5.2,py-low-01,exhaustive_exploration,2,19,88,2,1,0,0,0,[],False,0.006772,0.02421,5,104,424,1,1,104,False,,0,,,0,0,0.0,,0.0,0.0,0,0
pi_GLM-5.2_py-high-02_bounded_efficiency_r2_cc0211,screening_pi,pi,zai-org/GLM-5.2,py-high-02,bounded_efficiency,2,59,117,2,2,0,0,0,[],False,0.001123,0.002583,2,284,80,2,2,284,False,,0,,,1,1,0.0,,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_py-low-02_deep_thinking_r2_97484d,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-low-02,deep_thinking,2,72,177,2,2,0,0,0,[],False,0.00278,0.003569,2,317,0,2,2,317,False,,0,,,1,1,0.2692,,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_js-low-03_no_questions_autonomy_r1_51af03,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-low-03,no_questions_autonomy,1,26,195,3,3,0,0,0,[],False,0.003248,0.006796,3,127,0,3,3,126,False,,0,,,2,2,0.0,,0.0,0.0,0,0
pi_Kimi-K2.7-Code_js-low-03_max_certainty_r1_d915e7,screening_pi,pi,moonshotai/Kimi-K2.7-Code,js-low-03,max_certainty,1,32,65,2,1,0,0,0,[],False,0.000642,0.001468,2,107,0,1,1,107,False,,0,,,0,0,0.0,,0.0,0.0,0,0
pi_Kimi-K2.7-Code_js-low-03_deep_thinking_r2_455ecd,screening_pi,pi,moonshotai/Kimi-K2.7-Code,js-low-03,deep_thinking,2,43,80,2,1,0,0,0,[],False,0.0006,0.001525,2,174,0,1,1,174,False,,0,,,0,0,0.0,,0.0,0.0,0,0
claude-code_GLM-5.2_py-low-01_bounded_efficiency_r2_d9f8c9,screening_cc,claude-code,zai-org/GLM-5.2,py-low-01,bounded_efficiency,2,13,40,2,1,0,0,0,[],False,0.024011,0.024011,4,58,329,1,1,58,False,,0,,,1,1,0.0,,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_py-low-02_exhaustive_exploration_r2_5eda80,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-low-02,exhaustive_exploration,2,32,317,3,6,0,0,0,[],False,0.003656,0.008387,3,183,0,6,6,182,False,,0,,,4,4,0.0,,0.0,0.0,0,0
claude-code_GLM-5.2_py-low-01_exhaustive_exploration_r1_a6da8b,screening_cc,claude-code,zai-org/GLM-5.2,py-low-01,exhaustive_exploration,1,50,105,2,1,0,0,0,[],False,0.006192,0.024286,5,262,428,1,1,262,False,,0,,,0,0,0.0,,0.0,0.0,0,0
pi_GLM-5.2_py-high-02_adjacent_cleanup_r1_da8d43,screening_pi,pi,zai-org/GLM-5.2,py-high-02,adjacent_cleanup,1,24,108,2,2,0,0,0,[],False,0.00107,0.002529,2,117,85,2,2,117,False,,0,,,1,1,0.0,,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_py-low-02_bounded_efficiency_r1_9b30a4,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-low-02,bounded_efficiency,1,17,125,2,2,0,0,0,[],False,0.001057,0.003423,2,95,0,2,2,95,False,,1,,,1,1,0.0,,0.0,0.0,0,0
pi_Kimi-K2.7-Code_py-med-02_deep_thinking_r2_c64258,screening_pi,pi,moonshotai/Kimi-K2.7-Code,py-med-02,deep_thinking,2,24,43,2,1,0,0,0,[],False,0.000588,0.001415,2,103,0,1,1,103,False,,0,,,1,1,0.0,,0.0,0.0,0,0
pi_GLM-5.2_py-high-02_baseline_r2_73c622,screening_pi,pi,zai-org/GLM-5.2,py-high-02,baseline,2,25,72,2,2,0,0,0,[],False,0.000708,0.002313,2,121,0,2,2,121,False,,0,,,1,1,0.0,,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_js-low-03_deep_thinking_r2_75c0fa,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-low-03,deep_thinking,2,103,281,3,3,0,0,0,[],False,0.007296,0.007296,3,400,0,3,3,399,False,,0,,,2,2,0.0,,0.0,0.0,0,0
claude-code_GLM-5.2_js-med-03_exhaustive_exploration_r2_07d1ce,screening_cc,claude-code,zai-org/GLM-5.2,js-med-03,exhaustive_exploration,2,40,119,2,1,0,0,0,[],False,0.006953,0.024391,5,194,428,1,1,194,False,,0,,,0,0,0.0,,0.0,0.0,0,0
pi_Kimi-K2.6_py-high-01_no_questions_autonomy_r2_b49c63,screening_pi,pi,moonshotai/Kimi-K2.6,py-high-01,no_questions_autonomy,2,66,108,2,2,0,0,0,[],False,0.000903,0.001991,2,309,0,2,2,309,False,,0,,,0,0,0.0,,0.0,0.0,0,0
claude-code_GLM-5.2_js-med-03_deep_thinking_r2_1f3c03,screening_cc,claude-code,zai-org/GLM-5.2,js-med-03,deep_thinking,2,116,227,3,2,0,0,0,[],False,0.00741,0.024848,6,508,442,2,2,508,False,,0,,,1,1,0.3421,0.4055,0.0,0.0,0,0
pi_Inkling_js-med-01_multiple_approaches_r2_ba107c,screening_pi,pi,thinkingmachines/Inkling,js-med-01,multiple_approaches,2,6,32,2,1,0,0,0,[],False,0.000556,0.001513,2,22,4,1,1,22,False,,0,,,0,0,0.0,,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_js-high-01_no_questions_autonomy_r1_5f866f,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-high-01,no_questions_autonomy,1,14,120,2,2,0,0,0,[],False,0.002577,0.003365,2,84,0,2,2,84,False,,0,,,1,1,0.0,,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_js-low-03_bounded_efficiency_r1_8da373,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-low-03,bounded_efficiency,1,55,134,2,2,0,0,0,[],False,0.001059,0.003424,2,257,0,2,2,257,False,,0,,,1,1,0.0,,0.0,0.0,0,0
pi_Inkling_js-med-01_max_certainty_r2_6c66d5,screening_pi,pi,thinkingmachines/Inkling,js-med-01,max_certainty,2,6,26,2,1,0,0,0,[],False,0.000437,0.001499,2,22,4,1,1,22,False,,0,,,0,0,0.0,,0.0,0.0,0,0
pi_Inkling_js-med-01_bounded_efficiency_r2_e4c0a0,screening_pi,pi,thinkingmachines/Inkling,js-med-01,bounded_efficiency,2,14,34,2,1,0,0,0,[],False,0.001546,0.001546,2,72,4,1,1,72,False,,0,,,0,0,0.0,,0.0,0.0,0,0
pi_Inkling_js-med-01_no_questions_autonomy_r2_3168ec,screening_pi,pi,thinkingmachines/Inkling,js-med-01,no_questions_autonomy,2,14,34,2,1,0,0,0,[],False,0.000564,0.00152,2,71,4,1,1,71,False,,0,,,0,0,0.0,,0.0,0.0,0,0
pi_Kimi-K2.7-Code_py-med-01_multiple_approaches_r2_911a7b,screening_pi,pi,moonshotai/Kimi-K2.7-Code,py-med-01,multiple_approaches,2,43,93,2,1,0,0,0,[],False,0.00076,0.001587,2,231,43,1,1,231,False,,0,,,0,0,0.0,,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_js-low-03_verbose_repetition_r2_e893f6,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-low-03,verbose_repetition,2,20,126,2,2,0,0,0,[],False,0.001099,0.003464,2,91,0,2,2,91,False,,0,,,1,1,0.0,,0.0,0.0,0,0
pi_Inkling_js-med-01_deep_thinking_r2_0f6dee,screening_pi,pi,thinkingmachines/Inkling,js-med-01,deep_thinking,2,8,34,2,1,0,0,0,[],False,0.000464,0.001527,2,35,4,1,1,35,False,,0,,,0,0,0.0,,0.0,0.0,0,0
pi_Kimi-K2.7-Code_py-med-01_no_questions_autonomy_r1_e86584,screening_pi,pi,moonshotai/Kimi-K2.7-Code,py-med-01,no_questions_autonomy,1,35,98,3,2,0,0,0,[],False,0.001051,0.002948,3,155,0,2,2,154,False,,0,,,2,2,0.0,,0.0,0.0,0,0
pi_nemotron-3-ultra-550b-a55b_py-low-01_verbose_repetition_r1_891679,screening_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,py-low-01,verbose_repetition,1,19,47,2,1,0,0,0,[],False,0.00127,0.00127,2,106,0,1,1,106,False,,0,,,1,1,0.0,,0.0,0.0,0,0
pi_GLM-5.2_go-high-01_multiple_approaches_r2_08997d,screening_pi,pi,zai-org/GLM-5.2,go-high-01,multiple_approaches,2,14,84,2,2,0,0,0,[],False,0.000919,0.002379,2,82,0,2,2,82,False,,0,,,1,1,0.0,,0.0,0.0,0,0
pi_GLM-5.2_js-med-01_baseline_r2_01bb8f,screening_pi,pi,zai-org/GLM-5.2,js-med-01,baseline,2,18,44,2,2,0,0,0,[],False,0.001114,0.002208,2,109,0,2,2,109,False,,0,,,2,2,0.0,,0.0,0.0,0,0
claude-code_nemotron-3-ultra-550b-a55b_go-high-01_bounded_efficiency_r2_877468,screening_cc,claude-code,nvidia/nemotron-3-ultra-550b-a55b,go-high-01,bounded_efficiency,2,,89,3,2,0,0,0,[],False,0.011667,0.011667,4,0,338,2,2,0,False,,0,,,2,2,0.0,,0.0,0.0,0,0
pi_Kimi-K2.7-Code_go-low-01_deep_thinking_r1_8f8c33,screening_pi,pi,moonshotai/Kimi-K2.7-Code,go-low-01,deep_thinking,1,208,507,6,6,0,0,0,[],True,0.007506,0.012759,6,904,381,6,3,261,True,1,2,1,462,2,1,0.0,0.4436,0.0,0.0,0,0
pi_Kimi-K2.7-Code_go-low-01_no_questions_autonomy_r1_491047,screening_pi,pi,moonshotai/Kimi-K2.7-Code,go-low-01,no_questions_autonomy,1,159,401,5,5,0,0,0,[],True,0.003941,0.009291,5,634,234,5,3,551,True,0,1,0,245,2,1,0.0,0.4132,0.0,0.0,0,0
pi_Kimi-K2.7-Code_go-low-01_baseline_r1_913cce,screening_pi,pi,moonshotai/Kimi-K2.7-Code,go-low-01,baseline,1,128,331,4,4,1,0,0,[],True,0.00289,0.00683,4,545,298,4,1,218,True,0,1,0,386,1,0,0.0,0.4679,0.0,1.835,1,0
pi_GLM-5.2_js-high-02_no_questions_autonomy_r2_4ee2f6,screening_pi,pi,zai-org/GLM-5.2,js-high-02,no_questions_autonomy,2,338,1476,7,9,1,0,0,['tmp/pi-prompt-benchmark/slot-03/src/client.js'],True,0.015427,0.036366,7,1490,1312,9,4,166,False,,2,,,2,1,0.0488,0.4993,0.0,0.0,0,0
pi_Kimi-K2.7-Code_go-low-01_bounded_efficiency_r1_98d9c5,screening_pi,pi,moonshotai/Kimi-K2.7-Code,go-low-01,bounded_efficiency,1,102,281,4,4,0,0,0,[],True,0.002884,0.006921,4,424,193,4,2,124,True,0,2,0,291,1,0,0.0,,0.0,0.0,0,0
claude-code_Kimi-K2.6_js-med-03_deep_thinking_r2_429638,screening_cc,claude-code,moonshotai/Kimi-K2.6,js-med-03,deep_thinking,2,1818,2695,14,13,0,0,4,['tmp/pi-prompt-benchmark/slot-cc-02/src/cache.js'],True,0.088823,0.266935,41,7202,1103,13,4,3328,False,,7,,,3,2,0.5526,0.6484,0.0,0.694,5,0
pi_GLM-5.2_go-med-01_exhaustive_exploration_r2_2d0b69,screening_pi,pi,zai-org/GLM-5.2,go-med-01,exhaustive_exploration,2,508,1197,6,10,1,0,0,['tmp/pi-prompt-benchmark/slot-04/inventory/reserve.go'],True,0.014853,0.026307,6,1990,1014,10,6,101,True,0,1,0,418,4,3,0.0,0.5191,0.0,0.0,0,0
pi_Kimi-K2.7-Code_go-low-01_adjacent_cleanup_r2_19a545,screening_pi,pi,moonshotai/Kimi-K2.7-Code,go-low-01,adjacent_cleanup,2,102,383,6,6,1,0,0,[],True,0.004503,0.011118,6,465,229,6,3,215,True,1,2,0,279,2,1,0.0,,0.0,2.151,1,0
claude-code_GLM-5.2_js-low-03_baseline_r1_0a94d5,screening_cc,claude-code,zai-org/GLM-5.2,js-low-03,baseline,1,376,995,12,11,0,0,5,['tmp/pi-prompt-benchmark/slot-cc-06/src/slugify.js'],True,0.073228,0.271898,26,1475,1009,11,3,1126,False,,7,,,2,1,0.0,0.5492,0.0,2.712,4,0
pi_Kimi-K2.7-Code_go-low-01_baseline_r2_3d1099,screening_pi,pi,moonshotai/Kimi-K2.7-Code,go-low-01,baseline,2,91,312,5,4,0,0,0,[],True,0.002943,0.008098,5,431,289,4,1,59,True,1,2,1,451,1,0,0.0,,0.0,0.0,0,0
claude-code_Kimi-K2.6_js-med-03_baseline_r2_fa0a70,screening_cc,claude-code,moonshotai/Kimi-K2.6,js-med-03,baseline,2,827,1238,7,6,0,0,0,['tmp/pi-prompt-benchmark/slot-cc-02/src/cache.js'],True,0.027922,0.11989,19,3306,544,6,2,1791,False,,3,,,1,0,0.2895,0.627,0.0,0.605,2,0
